team,date,home_team,away_team,home_goals,away_goals,is_home,goals_for,goals_against,result,competition
Canada,06.06. 01:30,Canada,Irlande,1,1,True,1,1,D,Unknown
Canada,02.06. 03:00,Canada,Ouzbékistan,2,0,True,2,0,W,Unknown
Canada,01.04. 01:30,Canada,Tunisie,0,0,True,0,0,D,Unknown
Canada,28.03. 18:00,Canada,Islande,2,2,True,2,2,D,Unknown
Canada,18.01. 04:00,Canada,Guatemala,1,0,True,1,0,W,Unknown
Canada,19.11.2025,Canada,Venezuela,2,0,True,2,0,W,Unknown
Canada,14.11.2025,Canada,Équateur,0,0,True,0,0,D,Unknown
Canada,15.10.2025,Canada,Colombie,0,0,True,0,0,D,Unknown
Canada,11.10.2025,Canada,Australie,0,1,True,0,1,L,Unknown
Canada,09.09.2025,Pays de Galles,Canada,0,1,False,1,0,W,Unknown
Canada,05.09.2025,Roumanie,Canada,0,3,False,3,0,W,Unknown
Canada,29.06.2025Après TAB,Canada,GuatemalaQualifié: Guatemala,1,1,True,1,1,L,Unknown
Canada,25.06.2025,Canada,Salvador2,2,0,True,2,0,W,Unknown
Canada,22.06.2025,Curaçao,Canada,1,1,False,1,1,D,Unknown
Canada,18.06.2025,Canada,Honduras,6,0,True,6,0,W,Unknown
Canada,11.06.2025Après TAB,Canada,Côte d'Ivoire,0,0,True,0,0,L,Unknown
Canada,07.06.2025,Canada,Ukraine,4,2,True,4,2,W,Unknown
Canada,23.03.2025,CanadaVainqueur: Canada,États-Unis,2,1,True,2,1,W,Unknown
Canada,21.03.2025,Canada,MexiqueQualifié: Mexique,0,2,True,0,2,L,Unknown
Canada,20.11.2024,CanadaQualifié: Canada,Suriname,3,0,True,3,0,W,Unknown
Canada,16.11.2024,Suriname,Canada,0,1,False,1,0,W,Unknown
Canada,16.10.2024,Canada,Panama,2,1,True,2,1,W,Unknown
Canada,11.09.2024,Canada,Mexique,0,0,True,0,0,D,Unknown
Canada,07.09.2024,États-Unis,Canada,1,2,False,2,1,W,Unknown
Canada,14.07.2024Après TAB,Canada,UruguayVainqueur: Uruguay,2,2,True,2,2,L,Unknown
Canada,10.07.2024,ArgentineQualifié: Argentine,Canada,2,0,False,0,2,L,Unknown
Canada,06.07.2024Après TAB,Venezuela,CanadaQualifié: Canada,1,1,False,1,1,W,Unknown
Canada,30.06.2024,Canada,Chili,0,0,True,0,0,D,Unknown
Canada,26.06.2024,Pérou,Canada,0,1,False,1,0,W,Unknown
Canada,21.06.2024,Argentine,Canada,2,0,False,0,2,L,Unknown
Canada,09.06.2024,France,Canada,0,0,False,0,0,D,Unknown
Canada,06.06.2024,Pays-Bas,Canada,4,0,False,0,4,L,Unknown
Canada,23.03.2024,CanadaVainqueur: Canada,Trinité-et-Tobago,2,0,True,2,0,W,Unknown
Canada,22.11.2023,Canada,JamaiqueQualifié: Jamaique,2,3,True,2,3,L,Unknown
Canada,18.11.2023,Jamaique,Canada,1,2,False,2,1,W,Unknown
Canada,13.10.2023,Japon,Canada,4,1,False,1,4,L,Unknown
Canada,10.07.2023Après TAB,États-UnisQualifié: États-Unis,Canada,2,2,False,2,2,L,Unknown
Canada,05.07.2023,Canada,Cuba,4,2,True,4,2,W,Unknown
Canada,02.07.2023,Guatemala,Canada,0,0,False,0,0,D,Unknown
Canada,28.06.2023,Canada,Guadeloupe,2,2,True,2,2,D,Unknown
Canada,19.06.2023,Canada,États-UnisVainqueur: États-Unis,0,2,True,0,2,L,Unknown
Canada,16.06.2023,Panama,CanadaQualifié: Canada,0,2,False,2,0,W,Unknown
Canada,29.03.2023,Canada,Honduras,4,1,True,4,1,W,Unknown
Canada,26.03.2023,Curaçao,Canada,0,2,False,2,0,W,Unknown
Canada,01.12.2022,Canada,Maroc,1,2,True,1,2,L,Unknown
Canada,27.11.2022,Croatie,Canada,4,1,False,1,4,L,Unknown
Canada,23.11.2022,Belgique,Canada,1,0,False,0,1,L,Unknown
Canada,17.11.2022,Japon,Canada,1,2,False,2,1,W,Unknown
Canada,11.11.2022,Bahreïn,Canada,2,2,False,2,2,D,Unknown
Canada,27.09.2022,Canada,Uruguay,0,2,True,0,2,L,Unknown
Canada,23.09.2022,Canada,Qatar,2,0,True,2,0,W,Unknown
Canada,14.06.2022,Honduras,Canada,2,1,False,1,2,L,Unknown
Canada,10.06.2022,Canada,Curaçao,4,0,True,4,0,W,Unknown
Canada,31.03.2022,Panama,Canada,1,0,False,0,1,L,Unknown
Canada,27.03.2022,Canada,Jamaique,4,0,True,4,0,W,Unknown
Canada,25.03.2022,Costa Rica,Canada,1,0,False,0,1,L,Unknown
Canada,03.02.2022,Salvador,Canada,0,2,False,2,0,W,Unknown
Canada,30.01.2022,Canada,États-Unis,2,0,True,2,0,W,Unknown
Canada,28.01.2022,Honduras,Canada,0,2,False,2,0,W,Unknown
Canada,17.11.2021,Canada,Mexique,2,1,True,2,1,W,Unknown
Canada,13.11.2021,Canada,Costa Rica,1,0,True,1,0,W,Unknown
Canada,14.10.2021,Canada,Panama,4,1,True,4,1,W,Unknown
Canada,11.10.2021,Jamaique,Canada,0,0,False,0,0,D,Unknown
Canada,08.10.2021,Mexique,Canada,1,1,False,1,1,D,Unknown
Canada,09.09.2021,Canada,Salvador,3,0,True,3,0,W,Unknown
Canada,06.09.2021,États-Unis,Canada,1,1,False,1,1,D,Unknown
Canada,03.09.2021,Canada,Honduras,1,1,True,1,1,D,Unknown
Canada,30.07.2021,MexiqueQualifié: Mexique,Canada,2,1,False,1,2,L,Unknown
Canada,26.07.2021,Costa Rica,CanadaQualifié: Canada,0,2,False,2,0,W,Unknown
Canada,18.07.2021,États-Unis,Canada,1,0,False,0,1,L,Unknown
Canada,16.07.2021,Haïti,Canada,1,4,False,4,1,W,Unknown
Canada,12.07.2021,Canada,Martinique,4,1,True,4,1,W,Unknown
Canada,16.06.2021,CanadaVainqueur: Canada,Haïti,3,0,True,3,0,W,Unknown
Canada,12.06.2021,Haïti,Canada,0,1,False,1,0,W,Unknown
Canada,09.06.2021,Canada,Suriname,4,0,True,4,0,W,Unknown
Canada,06.06.2021,Aruba,Canada,0,7,False,7,0,W,Unknown
Canada,30.03.2021,Iles Caïmans,Canada,0,11,False,11,0,W,Unknown
Canada,26.03.2021,Canada,Bermudes,5,1,True,5,1,W,Unknown
Canada,16.01.2020,Canada,Islande,0,1,True,0,1,L,Unknown
Canada,11.01.2020,Barbade,Canada,1,4,False,4,1,W,Unknown
États-Unis,06.06. 20:30,États-Unis,Allemagne,1,2,True,1,2,L,Unknown
États-Unis,31.05. 21:30,États-Unis,Sénégal,3,2,True,3,2,W,Unknown
États-Unis,01.04. 01:00,États-Unis,Portugal,0,2,True,0,2,L,Unknown
États-Unis,28.03. 20:30,États-Unis,Belgique,2,5,True,2,5,L,Unknown
États-Unis,19.11.2025,États-Unis,Uruguay,5,1,True,5,1,W,Unknown
États-Unis,15.11.2025,États-Unis,Paraguay,2,1,True,2,1,W,Unknown
États-Unis,15.10.2025,États-Unis,Australie,2,1,True,2,1,W,Unknown
États-Unis,11.10.2025,États-Unis,Équateur,1,1,True,1,1,D,Unknown
États-Unis,10.09.2025,États-Unis,Japon,2,0,True,2,0,W,Unknown
États-Unis,06.09.2025,États-Unis,Corée du Sud,0,2,True,0,2,L,Unknown
États-Unis,07.07.2025,États-Unis,MexiqueVainqueur: Mexique,1,2,True,1,2,L,Unknown
États-Unis,03.07.2025,États-UnisQualifié: États-Unis,Guatemala,2,1,True,2,1,W,Unknown
États-Unis,30.06.2025Après TAB,États-UnisQualifié: États-Unis,Costa Rica,2,2,True,2,2,W,Unknown
États-Unis,23.06.2025,États-Unis,Haïti,2,1,True,2,1,W,Unknown
États-Unis,20.06.2025,Arabie Saoudite,États-Unis,0,1,False,1,0,W,Unknown
États-Unis,16.06.2025,États-Unis,Trinité-et-Tobago,5,0,True,5,0,W,Unknown
États-Unis,11.06.2025,États-Unis,Suisse,0,4,True,0,4,L,Unknown
États-Unis,07.06.2025,États-Unis,Turquie,1,2,True,1,2,L,Unknown
États-Unis,23.03.2025,CanadaVainqueur: Canada,États-Unis,2,1,False,1,2,L,Unknown
États-Unis,21.03.2025,États-Unis,PanamaQualifié: Panama,0,1,True,0,1,L,Unknown
États-Unis,23.01.2025,États-Unis,Costa Rica,3,0,True,3,0,W,Unknown
États-Unis,18.01.2025,États-Unis,Venezuela,3,1,True,3,1,W,Unknown
États-Unis,19.11.2024,États-UnisQualifié: États-Unis,Jamaique,4,2,True,4,2,W,Unknown
États-Unis,15.11.2024,Jamaique,États-Unis,0,1,False,1,0,W,Unknown
États-Unis,16.10.2024,Mexique,États-Unis,2,0,False,0,2,L,Unknown
États-Unis,13.10.2024,États-Unis,Panama,2,0,True,2,0,W,Unknown
États-Unis,11.09.2024,États-Unis,Nouvelle-Zélande,1,1,True,1,1,D,Unknown
États-Unis,07.09.2024,États-Unis,Canada,1,2,True,1,2,L,Unknown
États-Unis,02.07.2024,États-Unis,Uruguay,0,1,True,0,1,L,Unknown
États-Unis,28.06.2024,Panama,États-Unis,2,1,False,1,2,L,Unknown
États-Unis,24.06.2024,États-Unis,Bolivie,2,0,True,2,0,W,Unknown
États-Unis,13.06.2024,États-Unis,Brésil,1,1,True,1,1,D,Unknown
États-Unis,08.06.2024,États-Unis,Colombie,1,5,True,1,5,L,Unknown
États-Unis,25.03.2024,États-UnisVainqueur: États-Unis,Mexique,2,0,True,2,0,W,Unknown
États-Unis,22.03.2024Après prol.,États-UnisQualifié: États-Unis,Jamaique,3,1,True,3,1,W,Unknown
États-Unis,20.01.2024,États-Unis,Slovénie,0,1,True,0,1,L,Unknown
États-Unis,21.11.2023,Trinité-et-Tobago,États-UnisQualifié: États-Unis,2,1,False,1,2,L,Unknown
États-Unis,17.11.2023,États-Unis,Trinité-et-Tobago,3,0,True,3,0,W,Unknown
États-Unis,18.10.2023,États-Unis,Ghana,4,0,True,4,0,W,Unknown
États-Unis,14.10.2023,États-Unis,Allemagne,1,3,True,1,3,L,Unknown
États-Unis,13.09.2023,États-Unis,Oman,4,0,True,4,0,W,Unknown
États-Unis,09.09.2023,États-Unis,Ouzbékistan,3,0,True,3,0,W,Unknown
États-Unis,13.07.2023Après TAB,États-Unis,PanamaQualifié: Panama,1,1,True,1,1,L,Unknown
États-Unis,10.07.2023Après TAB,États-UnisQualifié: États-Unis,Canada,2,2,True,2,2,W,Unknown
États-Unis,03.07.2023,États-Unis,Trinité-et-Tobago,6,0,True,6,0,W,Unknown
États-Unis,29.06.2023,Saint-Christophe-et-Nièves,États-Unis,0,6,False,6,0,W,Unknown
États-Unis,25.06.2023,États-Unis,Jamaique,1,1,True,1,1,D,Unknown
États-Unis,19.06.2023,Canada,États-UnisVainqueur: États-Unis,0,2,False,2,0,W,Unknown
États-Unis,16.06.2023,États-Unis2Qualifié: États-Unis,Mexique2,3,0,True,3,0,W,Unknown
États-Unis,20.04.2023,États-Unis,Mexique,1,1,True,1,1,D,Unknown
États-Unis,28.03.2023,États-Unis,Salvador,1,0,True,1,0,W,Unknown
États-Unis,25.03.2023,Grenade,États-Unis,1,7,False,7,1,W,Unknown
États-Unis,29.01.2023,États-Unis,Colombie,0,0,True,0,0,D,Unknown
États-Unis,26.01.2023,États-Unis,Serbie,1,2,True,1,2,L,Unknown
États-Unis,03.12.2022,Pays-BasQualifié: Pays-Bas,États-Unis,3,1,False,1,3,L,Unknown
États-Unis,29.11.2022,Iran,États-Unis,0,1,False,1,0,W,Unknown
États-Unis,25.11.2022,Angleterre,États-Unis,0,0,False,0,0,D,Unknown
États-Unis,21.11.2022,États-Unis,Pays de Galles,1,1,True,1,1,D,Unknown
États-Unis,27.09.2022,États-Unis,Arabie Saoudite,0,0,True,0,0,D,Unknown
États-Unis,23.09.2022,Japon,États-Unis,2,0,False,0,2,L,Unknown
États-Unis,15.06.2022,Salvador,États-Unis,1,1,False,1,1,D,Unknown
États-Unis,11.06.2022,États-Unis,Grenade,5,0,True,5,0,W,Unknown
États-Unis,05.06.2022,États-Unis,Uruguay,0,0,True,0,0,D,Unknown
États-Unis,02.06.2022,États-Unis,Maroc,3,0,True,3,0,W,Unknown
États-Unis,31.03.2022,Costa Rica,États-Unis,2,0,False,0,2,L,Unknown
États-Unis,28.03.2022,États-Unis,Panama,5,1,True,5,1,W,Unknown
États-Unis,25.03.2022,Mexique,États-Unis,0,0,False,0,0,D,Unknown
États-Unis,03.02.2022,États-Unis,Honduras,3,0,True,3,0,W,Unknown
États-Unis,30.01.2022,Canada,États-Unis,2,0,False,0,2,L,Unknown
États-Unis,28.01.2022,États-Unis,Salvador,1,0,True,1,0,W,Unknown
États-Unis,19.12.2021,États-Unis,Bosnie-Herzégovine,1,0,True,1,0,W,Unknown
États-Unis,16.11.2021,Jamaique,États-Unis,1,1,False,1,1,D,Unknown
États-Unis,13.11.2021,États-Unis,Mexique,2,0,True,2,0,W,Unknown
États-Unis,14.10.2021,États-Unis,Costa Rica,2,1,True,2,1,W,Unknown
États-Unis,11.10.2021,Panama,États-Unis,1,0,False,0,1,L,Unknown
États-Unis,08.10.2021,États-Unis,Jamaique,2,0,True,2,0,W,Unknown
États-Unis,09.09.2021,Honduras,États-Unis,1,4,False,4,1,W,Unknown
États-Unis,06.09.2021,États-Unis,Canada,1,1,True,1,1,D,Unknown
États-Unis,03.09.2021,Salvador,États-Unis,0,0,False,0,0,D,Unknown
États-Unis,02.08.2021Après prol.,États-UnisVainqueur: États-Unis,Mexique,1,0,True,1,0,W,Unknown
Mexique,05.06. 04:00,Mexique,Serbie,5,1,True,5,1,W,Unknown
Mexique,31.05. 04:00,Mexique,Australie,1,0,True,1,0,W,Unknown
Mexique,23.05. 04:00,Mexique,Ghana,2,0,True,2,0,W,Unknown
Mexique,01.04. 03:00,Mexique,Belgique,1,1,True,1,1,D,Unknown
Mexique,29.03. 03:00,Mexique,Portugal,0,0,True,0,0,D,Unknown
Mexique,26.02. 03:00,Mexique,Islande,4,0,True,4,0,W,Unknown
Mexique,25.01. 20:30,Bolivie,Mexique,0,1,False,1,0,W,Unknown
Mexique,23.01. 02:00,Panama,Mexique,0,1,False,1,0,W,Unknown
Mexique,19.11.2025,Mexique,Paraguay,1,2,True,1,2,L,Unknown
Mexique,16.11.2025,Mexique,Uruguay,0,0,True,0,0,D,Unknown
Mexique,15.10.2025,Mexique,Équateur,1,1,True,1,1,D,Unknown
Mexique,12.10.2025,Mexique,Colombie,0,4,True,0,4,L,Unknown
Mexique,10.09.2025,Mexique,Corée du Sud,2,2,True,2,2,D,Unknown
Mexique,07.09.2025,Mexique,Japon,0,0,True,0,0,D,Unknown
Mexique,07.07.2025,États-Unis,MexiqueVainqueur: Mexique,1,2,False,2,1,W,Unknown
Mexique,03.07.2025,MexiqueQualifié: Mexique,Honduras,1,0,True,1,0,W,Unknown
Mexique,29.06.2025,MexiqueQualifié: Mexique,Arabie Saoudite,2,0,True,2,0,W,Unknown
Mexique,23.06.2025,Mexique,Costa Rica,0,0,True,0,0,D,Unknown
Mexique,19.06.2025,Suriname,Mexique,0,2,False,2,0,W,Unknown
Mexique,15.06.2025,Mexique,République Dominicaine,3,2,True,3,2,W,Unknown
Mexique,11.06.2025,Mexique,Turquie,1,0,True,1,0,W,Unknown
Mexique,07.06.2025,Mexique,Suisse,2,4,True,2,4,L,Unknown
Mexique,24.03.2025,MexiqueVainqueur: Mexique,Panama,2,1,True,2,1,W,Unknown
Mexique,21.03.2025,Canada,MexiqueQualifié: Mexique,0,2,False,2,0,W,Unknown
Mexique,22.01.2025,River Plate,Mexique,2,0,False,0,2,L,Unknown
Mexique,17.01.2025,Internacional,Mexique,0,2,False,2,0,W,Unknown
Mexique,20.11.2024,MexiqueQualifié: Mexique,Honduras,4,0,True,4,0,W,Unknown
Mexique,16.11.2024,Honduras,Mexique,2,0,False,0,2,L,Unknown
Mexique,16.10.2024,Mexique,États-Unis,2,0,True,2,0,W,Unknown
Mexique,13.10.2024,Mexique,Valence,2,2,True,2,2,D,Unknown
Mexique,11.09.2024,Canada,Mexique,0,0,False,0,0,D,Unknown
Mexique,08.09.2024,Mexique,Nouvelle-Zélande,3,0,True,3,0,W,Unknown
Mexique,01.07.2024,Mexique,Équateur,0,0,True,0,0,D,Unknown
Mexique,27.06.2024,Venezuela,Mexique,1,0,False,0,1,L,Unknown
Mexique,23.06.2024,Mexique,Jamaique,1,0,True,1,0,W,Unknown
Mexique,09.06.2024,Mexique,Brésil,2,3,True,2,3,L,Unknown
Mexique,06.06.2024,Mexique,Uruguay,0,4,True,0,4,L,Unknown
Mexique,01.06.2024,Mexique,Bolivie,1,0,True,1,0,W,Unknown
Mexique,25.03.2024,États-UnisVainqueur: États-Unis,Mexique,2,0,False,0,2,L,Unknown
Mexique,22.03.2024,Panama,MexiqueQualifié: Mexique,0,3,False,3,0,W,Unknown
Mexique,17.12.2023,Mexique,Colombie,2,3,True,2,3,L,Unknown
Mexique,22.11.2023Après TAB,MexiqueQualifié: Mexique,Honduras,2,0,True,2,0,W,Unknown
Mexique,18.11.2023,Honduras,Mexique,2,0,False,0,2,L,Unknown
Mexique,18.10.2023,Mexique,Allemagne,2,2,True,2,2,D,Unknown
Mexique,15.10.2023,Mexique,Ghana,2,0,True,2,0,W,Unknown
Mexique,13.09.2023,Ouzbékistan,Mexique,3,3,False,3,3,D,Unknown
Mexique,10.09.2023,Mexique,Australie,2,2,True,2,2,D,Unknown
Mexique,17.07.2023,MexiqueVainqueur: Mexique,Panama,1,0,True,1,0,W,Unknown
Mexique,13.07.2023,Jamaique,MexiqueQualifié: Mexique,0,3,False,3,0,W,Unknown
Mexique,09.07.2023,MexiqueQualifié: Mexique,Costa Rica,2,0,True,2,0,W,Unknown
Mexique,03.07.2023,Mexique,Qatar,0,1,True,0,1,L,Unknown
Mexique,30.06.2023,Haïti,Mexique,1,3,False,3,1,W,Unknown
Mexique,26.06.2023,Mexique,Honduras,4,0,True,4,0,W,Unknown
Mexique,19.06.2023,Panama,MexiqueVainqueur: Mexique,0,1,False,1,0,W,Unknown
Mexique,16.06.2023,États-Unis2Qualifié: États-Unis,Mexique2,3,0,False,0,3,L,Unknown
Mexique,11.06.2023,Mexique,Cameroun,2,2,True,2,2,D,Unknown
Mexique,08.06.2023,Mexique,Guatemala,2,0,True,2,0,W,Unknown
Mexique,20.04.2023,États-Unis,Mexique,1,1,False,1,1,D,Unknown
Mexique,27.03.2023,Mexique,Jamaique,2,2,True,2,2,D,Unknown
Mexique,24.03.2023,Suriname,Mexique,0,2,False,2,0,W,Unknown
Mexique,30.11.2022,Arabie Saoudite,Mexique,1,2,False,2,1,W,Unknown
Mexique,26.11.2022,Argentine,Mexique,2,0,False,0,2,L,Unknown
Mexique,22.11.2022,Mexique,Pologne,0,0,True,0,0,D,Unknown
Mexique,16.11.2022,Mexique,Suède,1,2,True,1,2,L,Unknown
Mexique,09.11.2022,Mexique,Irak,4,0,True,4,0,W,Unknown
Mexique,28.09.2022,Colombie,Mexique,3,2,False,2,3,L,Unknown
Mexique,25.09.2022,Pérou,Mexique,0,1,False,1,0,W,Unknown
Mexique,01.09.2022,Mexique,Paraguay,0,1,True,0,1,L,Unknown
Mexique,15.06.2022,Jamaique,Mexique,1,1,False,1,1,D,Unknown
Mexique,12.06.2022,Mexique,Suriname,3,0,True,3,0,W,Unknown
Mexique,06.06.2022,Mexique,Équateur,0,0,True,0,0,D,Unknown
Mexique,03.06.2022,Mexique,Uruguay,0,3,True,0,3,L,Unknown
Mexique,29.05.2022,Mexique,Nigéria,2,1,True,2,1,W,Unknown
Mexique,28.04.2022,Mexique,Guatemala,0,0,True,0,0,D,Unknown
Mexique,31.03.2022,Mexique,Salvador,2,0,True,2,0,W,Unknown
Mexique,28.03.2022,Honduras,Mexique,0,1,False,1,0,W,Unknown
Mexique,25.03.2022,Mexique,États-Unis,0,0,True,0,0,D,Unknown
Mexique,03.02.2022,Mexique,Panama,1,0,True,1,0,W,Unknown
Mexique,31.01.2022,Mexique,Costa Rica,0,0,True,0,0,D,Unknown
Mexique,28.01.2022,Jamaique,Mexique,1,2,False,2,1,W,Unknown
Curaçao,07.06. 02:00,Curaçao,Aruba,4,0,True,4,0,W,Unknown
Curaçao,30.05. 14:00,Écosse,Curaçao,4,1,False,1,4,L,Unknown
Curaçao,31.03. 11:10,Australie,Curaçao,5,1,False,1,5,L,Unknown
Curaçao,27.03. 07:00,Chine,Curaçao,2,0,False,0,2,L,Unknown
Curaçao,19.11.2025,Jamaique,Curaçao,0,0,False,0,0,D,Unknown
Curaçao,14.11.2025,Bermudes,Curaçao,0,7,False,7,0,W,Unknown
Curaçao,15.10.2025,Curaçao,Trinité-et-Tobago,1,1,True,1,1,D,Unknown
Curaçao,11.10.2025,Curaçao,Jamaique,2,0,True,2,0,W,Unknown
Curaçao,10.09.2025,Curaçao,Bermudes,3,2,True,3,2,W,Unknown
Curaçao,06.09.2025,Trinité-et-Tobago,Curaçao,0,0,False,0,0,D,Unknown
Curaçao,25.06.2025,Honduras,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,22.06.2025,Curaçao,Canada,1,1,True,1,1,D,Unknown
Curaçao,18.06.2025,Curaçao,Salvador,0,0,True,0,0,D,Unknown
Curaçao,11.06.2025,Haïti,Curaçao,1,5,False,5,1,W,Unknown
Curaçao,07.06.2025,Curaçao,Sainte Lucie,4,0,True,4,0,W,Unknown
Curaçao,19.03.2025,Kazakhstan,Curaçao,2,0,False,0,2,L,Unknown
Curaçao,19.11.2024,Curaçao,Sainte Lucie,4,1,True,4,1,W,Unknown
Curaçao,16.11.2024,Saint-Martin,Curaçao,0,5,False,5,0,W,Unknown
Curaçao,14.10.2024,Curaçao,Grenade,1,0,True,1,0,W,Unknown
Curaçao,11.10.2024,Grenade,Curaçao,0,0,False,0,0,D,Unknown
Curaçao,09.09.2024,Curaçao,Saint-Martin,4,0,True,4,0,W,Unknown
Curaçao,06.09.2024,Sainte Lucie,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,09.06.2024,Aruba,Curaçao,0,2,False,2,0,W,Unknown
Curaçao,06.06.2024,Curaçao,Barbade,4,1,True,4,1,W,Unknown
Curaçao,24.03.2024,Alanyaspor,Curaçao,2,2,False,2,2,D,Unknown
Curaçao,21.03.2024,Hull,Curaçao,0,1,False,1,0,W,Unknown
Curaçao,21.11.2023,Curaçao,Salvador,1,1,True,1,1,D,Unknown
Curaçao,17.11.2023,Curaçao,Salvador,1,1,True,1,1,D,Unknown
Curaçao,18.10.2023,Curaçao,Trinité-et-Tobago,5,3,True,5,3,W,Unknown
Curaçao,13.10.2023,Curaçao,Panama,1,2,True,1,2,L,Unknown
Curaçao,11.09.2023,Martinique,Curaçao,1,0,False,0,1,L,Unknown
Curaçao,08.09.2023,Trinité-et-Tobago,Curaçao,1,0,False,0,1,L,Unknown
Curaçao,17.06.2023Après TAB,Curaçao,Saint-Christophe-et-NièvesQualifié: Saint-Christophe-et-Nièves,1,1,True,1,1,L,Unknown
Curaçao,13.06.2023,Curaçao,Porto Rico,0,0,True,0,0,D,Unknown
Curaçao,29.03.2023,Argentine,Curaçao,7,0,False,0,7,L,Unknown
Curaçao,26.03.2023,Curaçao,Canada,0,2,True,0,2,L,Unknown
Curaçao,27.09.2022,Indonésie,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,24.09.2022,Indonésie,Curaçao,3,2,False,2,3,L,Unknown
Curaçao,10.06.2022,Canada,Curaçao,4,0,False,0,4,L,Unknown
Curaçao,07.06.2022,Honduras,Curaçao,1,2,False,2,1,W,Unknown
Curaçao,04.06.2022,Curaçao,Honduras,0,1,True,0,1,L,Unknown
Curaçao,09.10.2021,Curaçao,Nouvelle-Zélande,1,2,True,1,2,L,Unknown
Curaçao,06.10.2021,Bahreïn,Curaçao,4,0,False,0,4,L,Unknown
Curaçao,16.06.2021,Curaçao,PanamaVainqueur: Panama,0,0,True,0,0,D,Unknown
Curaçao,13.06.2021,Panama,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,09.06.2021,Curaçao,Guatemala,0,0,True,0,0,D,Unknown
Curaçao,05.06.2021,Îles Vierges GB,Curaçao,0,8,False,8,0,W,Unknown
Curaçao,28.03.2021,Cuba,Curaçao,1,2,False,2,1,W,Unknown
Curaçao,25.03.2021,Curaçao,Saint-Vincent les Grenadines,5,0,True,5,0,W,Unknown
Curaçao,15.11.2019,Curaçao,Costa Rica,1,2,True,1,2,L,Unknown
Curaçao,14.10.2019,Costa Rica,Curaçao,0,0,False,0,0,D,Unknown
Curaçao,11.09.2019,Haïti,Curaçao,1,1,False,1,1,D,Unknown
Curaçao,08.09.2019,Curaçao,Haïti,1,0,True,1,0,W,Unknown
Curaçao,01.07.2019,États-UnisQualifié: États-Unis,Curaçao,1,0,False,0,1,L,Unknown
Curaçao,26.06.2019,Jamaique,Curaçao,1,1,False,1,1,D,Unknown
Curaçao,22.06.2019,Honduras,Curaçao,0,1,False,1,0,W,Unknown
Curaçao,18.06.2019,Curaçao,Salvador,0,1,True,0,1,L,Unknown
Curaçao,08.06.2019Après TAB,CuraçaoVainqueur: Curaçao,Vietnam,1,1,True,1,1,W,Unknown
Curaçao,05.06.2019,CuraçaoQualifié: Curaçao,Inde,3,1,True,3,1,W,Unknown
Curaçao,23.03.2019,Antigua & Barbuda,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,20.11.2018,Curaçao,Guadeloupe,6,0,True,6,0,W,Unknown
Curaçao,12.10.2018,Îles Vierges US,Curaçao,0,5,False,5,0,W,Unknown
Curaçao,11.09.2018,Curaçao,Grenade,10,0,True,10,0,W,Unknown
Curaçao,27.03.2018,Curaçao,Bolivie2,1,0,True,1,0,W,Unknown
Curaçao,24.03.2018,Curaçao,Bolivie,1,1,True,1,1,D,Unknown
Curaçao,10.10.2017,Qatar,Curaçao,1,2,False,2,1,W,Unknown
Curaçao,17.07.2017,Curaçao,Mexique,0,2,True,0,2,L,Unknown
Curaçao,14.07.2017,Salvador,Curaçao,2,0,False,0,2,L,Unknown
Curaçao,10.07.2017,Curaçao,Jamaique,0,2,True,0,2,L,Unknown
Curaçao,26.06.2017,Jamaique,CuraçaoVainqueur: Curaçao,1,2,False,2,1,W,Unknown
Curaçao,23.06.2017,CuraçaoQualifié: Curaçao,Martinique,2,1,True,2,1,W,Unknown
Curaçao,18.06.2017,Curaçao,Nicaragua,0,0,True,0,0,D,Unknown
Curaçao,14.06.2017,Canada,Curaçao,2,1,False,1,2,L,Unknown
Curaçao,23.03.2017,Curaçao,Salvador,1,1,True,1,1,D,Unknown
Curaçao,12.10.2016Après prol.,Porto Rico,Curaçao,2,4,False,4,2,W,Unknown
Curaçao,06.10.2016,Curaçao,Antigua & Barbuda,3,0,True,3,0,W,Unknown
Curaçao,08.06.2016,Curaçao,Îles Vierges US,7,0,True,7,0,W,Unknown
Curaçao,02.06.2016,Guyana,Curaçao,2,5,False,5,2,W,Unknown
Curaçao,26.03.2016,Curaçao,République Dominicaine,2,1,True,2,1,W,Unknown
Curaçao,24.03.2016,Barbade,Curaçao,1,0,False,0,1,L,Unknown
Haïti,06.06. 02:00,Haïti,Pérou,1,2,True,1,2,L,Unknown
Haïti,03.06. 02:00,Haïti,Nouvelle-Zélande,4,0,True,4,0,W,Unknown
Haïti,31.03. 19:30,Haïti,Islande,1,1,True,1,1,D,Unknown
Haïti,29.03. 01:00,Haïti,Tunisie,0,1,True,0,1,L,Unknown
Haïti,19.11.2025,Haïti,Nicaragua,2,0,True,2,0,W,Unknown
Haïti,14.11.2025,Haïti,Costa Rica,1,0,True,1,0,W,Unknown
Haïti,14.10.2025,Honduras,Haïti,3,0,False,0,3,L,Unknown
Haïti,10.10.2025,Nicaragua,Haïti,0,3,False,3,0,W,Unknown
