team,opponent,date,is_home,result,goals_for,goals_against,win_rate,world_cup_win_rate,avg_goals_scored,avg_goals_conceded,avg_goal_diff,players_value,fifa_ranking,opp_win_rate,opp_avg_gs,opp_avg_gc,opp_players_value,opp_fifa_ranking,ranking_diff,value_ratio,form_wins_5,form_draws_5,form_losses_5,form_pts_5,form_gf_5,form_ga_5,form_gd_5,form_home_wr_5,form_away_wr_5
Cap-Vert,Togo,10.09.2023,0,L,2,3,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,6.0,5.0,1.0,1.0,0.3333333333333333
Cap-Vert,Mauritanie,10.09.2024,1,W,2,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,7.0,8.0,-1.0,1.0,0.25
Cap-Vert,Togo,10.10.2019,1,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,6.0,5.0,1.0,1.0,0.3333333333333333
Cap-Vert,Guinée,10.10.2020,1,L,1,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,7.0,6.0,1.0,1.0,0.0
Cap-Vert,Libéria,10.10.2021,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,7.0,8.0,-1.0,0.6666666666666666,0.0
Cap-Vert,Botswana,10.10.2024,1,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,8.0,6.0,2.0,0.75,0.0
Cap-Vert,Libye,11.06.2024,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,6.0,4.0,2.0,0.6,0.0
Cap-Vert,Équateur,12.06.2022,0,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.4,1.19,0.86,14180000.0,24.0,44.0,0.14809590973201692,3.0,0.0,2.0,9.0,5.0,4.0,1.0,0.6,0.0
Cap-Vert,Maroc,12.06.2023,0,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.7125,1.89,0.65,19170000.0,7.0,61.0,0.10954616588419405,2.0,0.0,3.0,6.0,3.0,4.0,-1.0,0.5,0.0
Cap-Vert,GuinéeVainqueur: Guinée,12.10.2019Après TAB,0,L,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,2.0,2.0,0.0,0.6666666666666666,0.0
Cap-Vert,Algérie,12.10.2023,0,L,1,5,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.65,1.9,0.59,9880000.0,28.0,40.0,0.2125506072874494,1.0,1.0,3.0,4.0,1.0,2.0,-1.0,0.5,0.0
Cap-Vert,Rwanda,12.11.2020,1,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,2.0,6.0,-4.0,1.0,0.0
Cap-Vert,Burkina Faso,13.01.2022,1,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,6.0,-5.0,0.0,0.0
Cap-Vert,Marseille,13.10.2019,0,D,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,2.0,3.0,2.0,1.0,6.0,-5.0,0.0,0.0
Cap-Vert,Eswatini,13.10.2025,1,W,3,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,2.0,3.0,2.0,2.0,7.0,-5.0,0.0,0.0
Cap-Vert,Cameroun,13.11.2019,0,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,7.0,-2.0,0.3333333333333333,0.0
Cap-Vert,Centrafrique,13.11.2021,1,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,4.0,2.0,2.0,0.3333333333333333,0.0
Cap-Vert,Iran,13.11.2025Après TAB,0,L,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.7,2.23,0.74,1230000.0,21.0,47.0,1.7073170731707317,2.0,2.0,1.0,8.0,6.0,3.0,3.0,0.6666666666666666,0.0
Cap-Vert,Ghana,14.01.2024,0,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.3875,1.26,1.15,8690000.0,73.0,-5.0,0.24165707710011508,2.0,2.0,1.0,8.0,6.0,2.0,4.0,1.0,0.0
Cap-Vert,Botswana,15.10.2024,0,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,2.0,5.0,1.0,0.3333333333333333
Cap-Vert,Égypte,15.11.2024,1,D,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.6,1.52,0.71,4480000.0,29.0,39.0,0.46875,2.0,1.0,2.0,7.0,4.0,3.0,1.0,1.0,0.25
Cap-Vert,Tanzanie,16.10.2018,0,L,0,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,5.0,4.0,1.0,0.5,0.3333333333333333
Cap-Vert,Nigéria,16.11.2021,0,D,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,3.0,5.0,-2.0,0.0,0.25
Cap-Vert,Angola,16.11.2023,1,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,4.0,6.0,-2.0,0.0,0.25
Cap-Vert,Cameroun,17.01.2022,1,D,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,3.0,2.0,3.0,2.0,5.0,-3.0,0.0,0.0
Cap-Vert,Comores,17.10.2023,1,L,1,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,4.0,1.0,4.0,3.0,5.0,-2.0,0.0,0.0
Cap-Vert,Ouganda,17.11.2018,0,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,6.0,-3.0,0.0,0.0
Cap-Vert,Rwanda,17.11.2020,0,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,3.0,2.0,3.0,3.0,5.0,-2.0,0.0,0.0
Cap-Vert,Égypte,17.11.2025Après TAB,0,L,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.6,1.52,0.71,4480000.0,29.0,39.0,0.46875,0.0,3.0,2.0,3.0,2.0,4.0,-2.0,0.0,0.0
Cap-Vert,Burkina Faso,18.06.2023,1,W,3,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,5.0,-2.0,0.0,0.0
Cap-Vert,Mozambique,18.11.2019,1,D,2,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,0.0,0.5,0.0
Cap-Vert,Mozambique,19.01.2024,1,W,3,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,5.0,1.0,0.5,0.0
Cap-Vert,Mauritanie,19.11.2024,0,L,0,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,9.0,4.0,5.0,0.6666666666666666,0.0
Cap-Vert,Maurice,20.03.2025,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,9.0,5.0,4.0,0.6666666666666666,0.0
Cap-Vert,Guyana,21.03.2024,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,4.0,5.0,0.75,0.0
Cap-Vert,Eswatini,21.11.2023,0,W,2,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,3.0,4.0,0.75,0.0
Cap-Vert,Égypte,22.01.2024,1,D,2,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.6,1.52,0.71,4480000.0,29.0,39.0,0.46875,4.0,0.0,1.0,12.0,7.0,1.0,6.0,1.0,0.5
Cap-Vert,Guadeloupe,23.03.2022,0,W,2,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,6.0,3.0,3.0,0.6666666666666666,0.5
Cap-Vert,Bahreïn,23.09.2022,0,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,8.0,2.0,6.0,0.6666666666666666,1.0
Cap-Vert,Lesotho,24.03.2019,1,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,9.0,3.0,6.0,0.5,1.0
Cap-Vert,Eswatini,24.03.2023,1,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,8.0,3.0,5.0,0.0,1.0
Cap-Vert,Sierra Leone,24.07.2022,0,L,0,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,6.0,3.0,3.0,0.0,1.0
Cap-Vert,SénégalQualifié: Sénégal,25.01.2022,0,L,0,2,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,0.0,0.6666666666666666
Cap-Vert,Liechtenstein,25.03.2022,0,W,6,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,2.0,5.0,-3.0,0.0,0.3333333333333333
Cap-Vert,Guinée Équatoriale,25.03.2024,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,4.0,2.0,0.0,0.3333333333333333
Cap-Vert,Angola,25.03.2025,0,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,7.0,4.0,3.0,0.5,0.3333333333333333
Cap-Vert,Cameroun,26.03.2021,1,W,3,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,9.0,5.0,4.0,1.0,0.5
Cap-Vert,Chili,27.03. 04:00,0,L,2,4,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,12.0,4.0,8.0,1.0,0.6666666666666666
Cap-Vert,Mauritanie,27.07.2019,1,D,0,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,14.0,6.0,8.0,1.0,0.6666666666666666
Cap-Vert,Sierra LeoneQualifié: Sierra Leone,27.07.2022,1,W,2,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,6.0,2.0,0.6666666666666666,0.5
Cap-Vert,Saint-Marin,28.03.2022,1,W,2,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,7.0,2.0,0.6666666666666666,0.5
Cap-Vert,Eswatini,28.03.2023,0,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,6.0,3.0,0.75,0.0
Cap-Vert,Mauritanie,29.01.2024,1,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,5.0,2.0,0.6666666666666666,0.5
Cap-Vert,Malaisie,29.05.2025,0,D,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,6.0,1.0,5.0,0.75,1.0
Cap-Vert,Finlande,30.03. 05:00Après TAB,1,W,1,1,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,7.0,2.0,5.0,1.0,0.5
Cap-Vert,Mozambique,30.03.2021,0,W,1,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,6.0,2.0,4.0,1.0,0.5
Cap-Vert,Côte d'IvoireQualifié: Côte d'Ivoire,30.09.2019,0,L,1,4,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,5.0,2.0,3.0,1.0,0.6666666666666666
Cap-Vert,Serbie,31.05. 17:00,1,W,3,0,0.45,0.0,1.2,0.96,0.24,2100000.0,68.0,0.5,0.95,1.43,1050000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,5.0,6.0,-1.0,1.0,0.3333333333333333
Colombie,Argentine,02.02.2022,0,L,0,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.8,2.15,0.47,31300000.0,3.0,10.0,0.37156549520766774,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0
Colombie,Costa Rica,02.06. 01:00,1,W,3,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,-1.0,0.0,0.0
Colombie,Bolivie,02.09.2021,0,D,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,0.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0
Colombie,Brésil,03.07.2024,0,D,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.6,1.96,0.78,35510000.0,6.0,7.0,0.32751337651365814,1.0,1.0,1.0,4.0,4.0,3.0,1.0,1.0,0.0
Colombie,Pérou,04.06.2021,0,W,3,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,2.0,1.0,5.0,5.0,4.0,1.0,1.0,0.0
Colombie,Uruguay,04.07.2021Après TAB,0,W,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,2.0,2.0,1.0,8.0,8.0,4.0,4.0,1.0,0.25
Colombie,Arabie Saoudite,05.06.2022,0,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.3875,1.07,1.0,1560000.0,61.0,-48.0,7.455128205128205,3.0,2.0,0.0,11.0,8.0,3.0,5.0,1.0,0.5
Colombie,Bolivie,05.09.2025,1,W,3,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,6.0,2.0,4.0,0.0,0.6
Colombie,Pérou,06.06.2025,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,8.0,1.0,7.0,1.0,0.75
Colombie,Paraguay,06.09.2021,0,D,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.275,0.94,1.2,5910000.0,40.0,-27.0,1.9678510998307952,4.0,1.0,0.0,13.0,7.0,0.0,7.0,0.5,1.0
Colombie,ArgentineQualifié: Argentine,07.07.2021Après TAB,0,L,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,5.0,1.0,4.0,0.5,0.6666666666666666
Colombie,Panama,07.07.2024,1,W,5,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.475,1.52,1.31,1330000.0,33.0,-20.0,8.74436090225564,2.0,2.0,1.0,8.0,6.0,2.0,4.0,0.5,0.3333333333333333
Colombie,Brésil,07.09.2019,0,D,2,2,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.6,1.96,0.78,35510000.0,6.0,7.0,0.32751337651365814,2.0,2.0,1.0,8.0,10.0,2.0,8.0,0.6666666666666666,0.0
Colombie,Pérou,07.09.2024,0,D,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,9.0,4.0,5.0,0.5,0.0
Colombie,États-Unis,08.06.2024,0,W,5,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5125,1.75,1.01,14830000.0,16.0,-3.0,0.7842211732973702,1.0,3.0,1.0,6.0,10.0,5.0,5.0,1.0,0.0
Colombie,Venezuela,08.09.2023,1,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,14.0,5.0,9.0,1.0,0.25
Colombie,Uruguay,08.10.2021,0,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,3.0,2.0,0.0,11.0,14.0,4.0,10.0,1.0,0.3333333333333333
Colombie,Argentine,09.06.2021,1,D,2,2,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.8,2.15,0.47,31300000.0,3.0,10.0,0.37156549520766774,2.0,3.0,0.0,9.0,9.0,4.0,5.0,1.0,0.25
Colombie,Pérou,10.07.2021,1,W,3,2,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,9.0,4.0,5.0,0.5,0.3333333333333333
Colombie,Chili,10.09.2021,1,W,3,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,5.0,6.0,0.6666666666666666,0.5
Colombie,Argentine,10.09.2024,1,W,2,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.8,2.15,0.47,31300000.0,3.0,10.0,0.37156549520766774,3.0,2.0,0.0,11.0,9.0,5.0,4.0,0.75,0.0
Colombie,Venezuela,10.09.2025,0,W,6,3,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,10.0,6.0,4.0,0.75,0.0
Colombie,Venezuela,10.10.2020,1,W,3,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,16.0,9.0,7.0,0.75,1.0
Colombie,Brésil,10.10.2021,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.6,1.96,0.78,35510000.0,6.0,7.0,0.32751337651365814,5.0,0.0,0.0,15.0,17.0,7.0,10.0,1.0,1.0
Colombie,Bolivie,10.10.2024,0,L,0,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,14.0,5.0,9.0,0.75,1.0
Colombie,Argentine,11.06.2025,0,D,1,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.8,2.15,0.47,31300000.0,3.0,10.0,0.37156549520766774,3.0,1.0,1.0,10.0,11.0,5.0,6.0,0.6666666666666666,0.5
Colombie,Uruguay,11.07.2024,0,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,2.0,2.0,1.0,8.0,10.0,5.0,5.0,0.5,0.3333333333333333
Colombie,Venezuela,11.09.2019,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,5.0,2.0,3.0,0.5,0.3333333333333333
Colombie,Venezuela,11.12.2023,1,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,0.0,0.0,0.3333333333333333
Colombie,Chili,12.10.2019,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,3.0,2.0,1.0,0.5,0.3333333333333333
Colombie,Uruguay,12.10.2023,1,D,2,2,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,2.0,3.0,0.0,9.0,3.0,1.0,2.0,0.3333333333333333,0.5
Colombie,Mexique,12.10.2025,0,W,4,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,1.43,0.9,7380000.0,15.0,-2.0,1.575880758807588,2.0,3.0,0.0,9.0,4.0,2.0,2.0,0.25,1.0
Colombie,Brésil,12.11.2021,0,L,0,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.6,1.96,0.78,35510000.0,6.0,7.0,0.32751337651365814,2.0,3.0,0.0,9.0,7.0,2.0,5.0,0.25,1.0
Colombie,Chili,13.09.2023,0,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,7.0,3.0,4.0,0.3333333333333333,0.5
Colombie,Uruguay,13.11.2020,1,L,0,3,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,1.0,3.0,1.0,6.0,6.0,3.0,3.0,0.0,0.3333333333333333
Colombie,Équateur,14.06.2021,1,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4,1.19,0.86,14180000.0,24.0,-11.0,0.8201692524682651,1.0,2.0,2.0,5.0,6.0,6.0,0.0,0.0,0.3333333333333333
Colombie,Chili,14.10.2020,0,D,2,2,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,5.0,4.0,1.0,0.5,0.3333333333333333
Colombie,Équateur,14.10.2021,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4,1.19,0.86,14180000.0,24.0,-11.0,0.8201692524682651,1.0,2.0,2.0,5.0,3.0,6.0,-3.0,0.5,0.0
Colombie,Bolivie,15.06.2024,1,W,3,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,3.0,5.0,-2.0,0.3333333333333333,0.0
Colombie,ArgentineVainqueur: Argentine,15.07.2024Après prol.,0,L,0,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,6.0,5.0,1.0,0.5,0.0
Colombie,Algérie,15.10.2019,0,L,0,3,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.65,1.9,0.59,9880000.0,28.0,-15.0,1.1771255060728745,2.0,2.0,1.0,8.0,6.0,3.0,3.0,0.6666666666666666,0.0
Colombie,Chili,15.10.2024,1,W,4,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,6.0,-1.0,0.5,0.0
Colombie,Canada,15.10.2025,0,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.525,1.81,0.88,7870000.0,30.0,-17.0,1.477763659466328,2.0,1.0,2.0,7.0,7.0,4.0,3.0,0.6666666666666666,0.0
Colombie,Honduras,16.01.2022,1,W,2,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,7.0,4.0,3.0,1.0,0.0
Colombie,Irak,16.06.2023,1,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,1.29,0.94,802000.0,57.0,-44.0,14.501246882793017,2.0,1.0,2.0,7.0,6.0,5.0,1.0,1.0,0.0
Colombie,Pérou,16.11.2019,1,W,1,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,7.0,4.0,3.0,1.0,0.0
Colombie,Uruguay,16.11.2024,0,L,2,3,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.4625,1.35,0.81,13820000.0,17.0,-4.0,0.841534008683068,4.0,1.0,0.0,13.0,8.0,1.0,7.0,1.0,0.0
Colombie,Nouvelle-Zélande,16.11.2025,1,W,2,1,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.425,1.55,1.01,1320000.0,85.0,-72.0,8.81060606060606,3.0,1.0,1.0,10.0,6.0,4.0,2.0,1.0,0.0
Colombie,Venezuela,17.06.2021,1,D,0,0,0.5,0.0,1.51,0.89,0.62,11630000.0,13.0,0.5,0.95,1.43,5815000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,8.0,5.0,3.0,1.0,0.0
