team,opponent,date,is_home,result,goals_for,goals_against,win_rate,world_cup_win_rate,avg_goals_scored,avg_goals_conceded,avg_goal_diff,players_value,fifa_ranking,opp_win_rate,opp_avg_gs,opp_avg_gc,opp_players_value,opp_fifa_ranking,ranking_diff,value_ratio,form_wins_5,form_draws_5,form_losses_5,form_pts_5,form_gf_5,form_ga_5,form_gd_5,form_home_wr_5,form_away_wr_5
Suisse,Estonie,04.06.2024,1,W,4,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,13.0,7.0,6.0,0.5,0.3333333333333333
Suisse,Portugal,05.06.2022,0,L,0,4,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.675,2.42,0.78,38670000.0,5.0,14.0,0.3307473493664339,3.0,0.0,2.0,9.0,16.0,5.0,11.0,0.6666666666666666,0.5
Suisse,Italie,05.09.2021,1,D,0,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,15.0,8.0,7.0,1.0,0.3333333333333333
Suisse,Danemark,05.09.2024,0,L,0,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,12.0,6.0,6.0,0.6666666666666666,0.0
Suisse,Kosovo,05.09.2025,1,W,4,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,-3.0,0.5,0.0
Suisse,Australie,06.06. 21:00,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6125,1.89,0.74,2980000.0,27.0,-8.0,4.291946308724833,2.0,1.0,2.0,7.0,8.0,6.0,2.0,0.6666666666666666,0.0
Suisse,AngleterreQualifié: Angleterre,06.07.2024Après TAB,0,L,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,7.0,-2.0,0.3333333333333333,0.0
Suisse,Allemagne,06.09.2020,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.55,2.33,1.19,36420000.0,10.0,9.0,0.35118066996155956,1.0,2.0,2.0,5.0,6.0,4.0,2.0,0.3333333333333333,0.0
Suisse,PortugalQualifié: Portugal,06.12.2022,0,L,1,6,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,7.0,5.0,2.0,0.3333333333333333,0.0
Suisse,Mexique,07.06.2025,0,W,4,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,1.43,0.9,7380000.0,15.0,4.0,1.7330623306233062,1.0,2.0,2.0,5.0,8.0,9.0,-1.0,0.3333333333333333,0.0
Suisse,Croatie,07.10.2020,1,L,1,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.55,1.75,1.09,14900000.0,11.0,8.0,0.8583892617449664,1.0,2.0,2.0,5.0,8.0,11.0,-3.0,0.0,0.3333333333333333
Suisse,Autriche,08.06.2024,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.575,1.89,1.02,9690000.0,23.0,-4.0,1.3199174406604748,1.0,1.0,3.0,4.0,8.0,12.0,-4.0,0.0,0.3333333333333333
Suisse,Irlande du Nord,08.09.2021,0,D,0,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,8.0,12.0,-4.0,0.0,0.5
Suisse,Espagne,08.09.2024,1,L,1,4,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,1.0,2.0,2.0,5.0,7.0,11.0,-4.0,0.0,0.3333333333333333
Suisse,Slovénie,08.09.2025,1,W,3,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,7.0,9.0,-2.0,0.0,0.5
Suisse,Espagne,09.06.2022,1,L,0,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,1.0,2.0,2.0,5.0,6.0,7.0,-1.0,0.25,0.0
Suisse,Kosovo,09.09.2023,0,D,2,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,6.0,-1.0,0.25,0.0
Suisse,Irlande du Nord,09.10.2021,1,W,2,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,6.0,7.0,-1.0,0.3333333333333333,0.0
Suisse,Espagne,10.10.2020,0,L,0,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,2.0,1.0,2.0,7.0,8.0,7.0,1.0,0.5,0.0
Suisse,Suède,10.10.2025,0,W,2,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.525,1.69,1.27,15620000.0,38.0,-19.0,0.8188220230473752,2.0,1.0,2.0,7.0,7.0,4.0,3.0,0.6666666666666666,0.0
Suisse,États-Unis,11.06.2025,0,W,4,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5125,1.75,1.01,14830000.0,16.0,3.0,0.8624409979770735,2.0,1.0,2.0,7.0,6.0,4.0,2.0,0.5,0.3333333333333333
Suisse,Belgique,11.11.2020,0,L,1,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6,2.35,0.89,21060000.0,9.0,10.0,0.6073124406457739,3.0,1.0,1.0,10.0,10.0,3.0,7.0,1.0,0.5
Suisse,Pays de Galles,12.06.2021,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,9.0,3.0,6.0,1.0,0.5
Suisse,Portugal,12.06.2022,1,W,1,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.675,2.42,0.78,38670000.0,5.0,14.0,0.3307473493664339,2.0,1.0,2.0,7.0,8.0,4.0,4.0,0.0,0.4
Suisse,Andorre,12.09.2023,1,W,3,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,3.0,6.0,1.0,0.5
Suisse,Lituanie,12.10.2021,0,W,4,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,10.0,3.0,7.0,1.0,0.3333333333333333
Suisse,Serbie,12.10.2024,0,L,0,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,10.0,3.0,7.0,1.0,0.3333333333333333
Suisse,Italie,12.11.2021,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,3.0,6.0,1.0,0.3333333333333333
Suisse,Allemagne,13.10.2020,0,D,3,3,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.55,2.33,1.19,36420000.0,10.0,9.0,0.35118066996155956,3.0,1.0,1.0,10.0,9.0,3.0,6.0,1.0,0.3333333333333333
Suisse,Slovénie,13.10.2025,0,D,0,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,11.0,6.0,5.0,1.0,0.25
Suisse,Espagne,14.11.2020,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,1.0,3.0,1.0,6.0,8.0,6.0,2.0,0.0,0.2
Suisse,Hongrie,15.06.2024,0,W,3,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,0.0,4.0,1.0,4.0,5.0,7.0,-2.0,0.0,0.0
Suisse,Irlande,15.10.2019,1,W,2,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,4.0,0.0,7.0,8.0,6.0,2.0,0.0,0.25
Suisse,Biélorussie,15.10.2023,1,D,3,3,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,9.0,5.0,4.0,0.5,0.3333333333333333
Suisse,Danemark,15.10.2024,1,D,2,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,9.0,5.0,4.0,0.3333333333333333,0.5
Suisse,Géorgie,15.11.2019,1,W,1,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,11.0,7.0,4.0,0.25,1.0
Suisse,Bulgarie,15.11.2021,1,W,4,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,6.0,5.0,0.5,1.0
Suisse,Israel,15.11.2023,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,12.0,5.0,7.0,0.6,0.0
Suisse,Serbie,15.11.2024,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,3.0,0.0,9.0,11.0,6.0,5.0,0.5,0.0
Suisse,Suède,15.11.2025,1,W,4,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.525,1.69,1.27,15620000.0,38.0,-19.0,0.8188220230473752,2.0,3.0,0.0,9.0,9.0,4.0,5.0,0.5,0.0
Suisse,Italie,16.06.2021,0,L,0,3,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,11.0,3.0,8.0,0.75,0.0
Suisse,Andorre,16.06.2023,0,W,2,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,10.0,6.0,4.0,0.6666666666666666,0.0
Suisse,Ukraine,17.11.2020Forfait,1,W,3,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,8.0,7.0,1.0,0.5,0.3333333333333333
Suisse,Ghana,17.11.2022,0,L,0,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.3875,1.26,1.15,8690000.0,73.0,-54.0,1.4718066743383198,3.0,1.0,1.0,10.0,10.0,6.0,4.0,0.6666666666666666,0.5
Suisse,Gibraltar,18.11.2019,0,W,6,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,9.0,7.0,2.0,1.0,0.3333333333333333
Suisse,Kosovo,18.11.2023,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,11.0,7.0,4.0,1.0,0.5
Suisse,Espagne,18.11.2024,0,L,2,3,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,3.0,1.0,1.0,10.0,12.0,5.0,7.0,0.5,0.6666666666666666
Suisse,Kosovo,18.11.2025,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,12.0,7.0,5.0,0.5,0.3333333333333333
Suisse,Roumanie,19.06.2023,1,D,2,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,10.0,8.0,2.0,0.0,0.25
Suisse,Écosse,19.06.2024,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.475,1.48,1.3,6550000.0,43.0,-24.0,1.952671755725191,1.0,3.0,1.0,6.0,12.0,8.0,4.0,0.0,0.3333333333333333
Suisse,Turquie,20.06.2021,1,W,3,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.525,1.88,1.34,18220000.0,22.0,-3.0,0.7019758507135017,0.0,4.0,1.0,4.0,7.0,8.0,-1.0,0.0,0.0
Suisse,Irlande du Nord,21.03.2025,0,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,9.0,8.0,1.0,0.5,0.0
Suisse,Roumanie,21.11.2023,0,L,0,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,4.0,0.0,7.0,8.0,6.0,2.0,0.5,0.0
Suisse,Danemark,23.03.2024,0,D,0,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,7.0,6.0,1.0,0.5,0.0
Suisse,Allemagne,23.06.2024,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.55,2.33,1.19,36420000.0,10.0,9.0,0.35118066996155956,1.0,3.0,1.0,6.0,5.0,4.0,1.0,1.0,0.0
Suisse,Espagne,24.09.2022,0,W,2,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.33,0.76,47030000.0,2.0,17.0,0.27195407186901976,1.0,3.0,1.0,6.0,5.0,4.0,1.0,0.5,0.0
Suisse,Cameroun,24.11.2022,1,W,1,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,1.0,3.0,1.0,6.0,4.0,4.0,0.0,0.0,0.25
Suisse,Bulgarie,25.03.2021,0,W,3,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,4.0,3.0,1.0,0.5,0.3333333333333333
Suisse,Biélorussie,25.03.2023,0,W,5,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,2.0,0.0,11.0,7.0,3.0,4.0,0.5,0.6666666666666666
Suisse,Luxembourg,25.03.2025,1,W,3,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,4.0,1.0,0.0,13.0,12.0,3.0,9.0,0.5,1.0
Suisse,Angleterre,26.03.2022,0,L,1,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6625,2.12,0.59,50110000.0,4.0,15.0,0.25523847535422073,5.0,0.0,0.0,15.0,14.0,3.0,11.0,1.0,1.0
Suisse,Irlande,26.03.2024,0,W,1,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,13.0,4.0,9.0,1.0,0.6666666666666666
Suisse,Allemagne,27.03. 20:45,1,L,3,4,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.55,2.33,1.19,36420000.0,10.0,9.0,0.35118066996155956,4.0,0.0,1.0,12.0,13.0,4.0,9.0,1.0,0.75
Suisse,République Tchèque,27.09.2022,1,W,2,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.525,1.75,1.15,0.0,41.0,-22.0,1.0,3.0,0.0,2.0,9.0,13.0,7.0,6.0,0.5,0.6666666666666666
Suisse,Lituanie,28.03.2021,1,W,1,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,10.0,8.0,2.0,0.6666666666666666,0.5
Suisse,Israel,28.03.2023,1,W,3,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,8.0,7.0,1.0,0.6666666666666666,0.5
Suisse,France,28.06.2021Après TAB,0,W,3,3,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.65,2.16,0.89,58580000.0,1.0,18.0,0.2183339023557528,4.0,0.0,1.0,12.0,10.0,5.0,5.0,0.75,1.0
Suisse,Brésil,28.11.2022,0,L,0,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.6,1.96,0.78,35510000.0,6.0,13.0,0.3601802309208674,4.0,0.0,1.0,12.0,12.0,8.0,4.0,0.75,1.0
Suisse,Kosovo,29.03.2022,1,D,1,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,9.0,5.0,4.0,1.0,0.5
Suisse,Italie,29.06.2024,1,W,2,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,8.0,5.0,3.0,0.6666666666666666,0.5
Suisse,États-Unis,30.05.2021,1,W,2,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5125,1.75,1.01,14830000.0,16.0,3.0,0.8624409979770735,3.0,1.0,1.0,10.0,9.0,5.0,4.0,0.6666666666666666,0.5
Suisse,Norvège,31.03. 18:00,0,D,0,0,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5625,2.09,0.96,22690000.0,31.0,-12.0,0.5636844424856765,3.0,1.0,1.0,10.0,8.0,6.0,2.0,0.6666666666666666,0.5
Suisse,Finlande,31.03.2021,1,W,3,2,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.5,0.95,1.43,6395000.0,75.0,0.0,1.0,2.0,2.0,1.0,8.0,5.0,3.0,2.0,0.6666666666666666,0.0
Suisse,Jordanie,31.05. 15:00,1,W,4,1,0.45,0.0,1.82,1.16,0.66,12790000.0,19.0,0.4625,1.65,1.19,800000.0,63.0,-44.0,15.9875,3.0,2.0,0.0,11.0,8.0,4.0,4.0,0.75,0.0
Suède,Norvège,01.06. 19:00,0,L,1,3,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5625,2.09,0.96,22690000.0,31.0,7.0,0.6884089907448215,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,0.0,0.0
Suède,Slovénie,02.06.2022,0,W,2,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,-2.0,0.0,0.0
Suède,Espagne,02.09.2021,1,W,2,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.6625,2.33,0.76,47030000.0,2.0,36.0,0.3321284286625558,1.0,0.0,1.0,3.0,3.0,3.0,0.0,0.0,0.5
Suède,Grèce,04.06. 19:00,1,D,2,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,0.0,1.0,6.0,5.0,4.0,1.0,1.0,0.5
Suède,Arménie,05.06.2021,1,W,3,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,1.0,1.0,7.0,7.0,6.0,1.0,0.5,0.5
Suède,Norvège,05.06.2022,1,L,1,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5625,2.09,0.96,22690000.0,31.0,7.0,0.6884089907448215,3.0,1.0,1.0,10.0,10.0,7.0,3.0,0.6666666666666666,0.5
Suède,Danemark,05.06.2024,0,L,1,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,10.0,6.0,4.0,0.5,1.0
Suède,Iles Féroé,05.09.2019,0,W,4,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,9.0,8.0,1.0,0.5,0.0
Suède,France,05.09.2020,1,L,0,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.65,2.16,0.89,58580000.0,1.0,37.0,0.26664390576988733,2.0,1.0,2.0,7.0,11.0,7.0,4.0,0.3333333333333333,0.5
Suède,Ouzbékistan,05.09.2021,1,W,2,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5875,1.73,0.9,3280000.0,50.0,-12.0,4.762195121951219,2.0,0.0,3.0,6.0,9.0,6.0,3.0,0.3333333333333333,0.5
Suède,Azerbaïdjan,05.09.2024,0,W,3,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,8.0,6.0,2.0,0.3333333333333333,0.5
Suède,Slovénie,05.09.2025,0,D,2,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,10.0,5.0,5.0,0.5,0.6666666666666666
Suède,Hongrie,06.06.2025,0,W,2,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,11.0,5.0,6.0,0.5,0.6666666666666666
Suède,Serbie,08.06.2024,1,L,0,3,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,1.0,1.0,10.0,9.0,5.0,4.0,0.5,0.6666666666666666
Suède,Norvège,08.09.2019,1,D,1,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5625,2.09,0.96,22690000.0,31.0,7.0,0.6884089907448215,3.0,1.0,1.0,10.0,9.0,7.0,2.0,0.5,0.6666666666666666
Suède,Portugal,08.09.2020,1,L,0,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.675,2.42,0.78,38670000.0,5.0,33.0,0.4039306956296871,2.0,2.0,1.0,8.0,8.0,7.0,1.0,0.0,0.6666666666666666
Suède,Grèce,08.09.2021,0,L,1,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,2.0,2.0,5.0,5.0,8.0,-3.0,0.0,0.5
Suède,Estonie,08.09.2024,1,W,3,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,8.0,-4.0,0.0,0.5
Suède,Kosovo,08.09.2025,0,L,0,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,8.0,-3.0,0.25,0.0
Suède,Russie,08.10.2020,0,W,2,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,5.0,7.0,-2.0,0.3333333333333333,0.0
Suède,Moldavie,09.01.2020,1,W,1,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,6.0,7.0,-1.0,0.5,0.3333333333333333
Suède,Finlande,09.01.2023,1,W,2,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,7.0,5.0,2.0,1.0,0.3333333333333333
Suède,Serbie,09.06.2022,1,L,0,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,8.0,3.0,5.0,1.0,0.5
Suède,Estonie,09.09.2023,0,W,5,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,3.0,0.0,2.0,9.0,5.0,4.0,1.0,0.6666666666666666,0.5
Suède,Kosovo,09.10.2021,1,W,3,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,4.0,0.0,1.0,12.0,10.0,2.0,8.0,0.6666666666666666,1.0
Suède,Espagne,10.06.2019,0,L,0,3,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.6625,2.33,0.76,47030000.0,2.0,36.0,0.3321284286625558,4.0,0.0,1.0,12.0,11.0,1.0,10.0,0.75,1.0
Suède,Algérie,10.06.2025,1,W,4,3,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.65,1.9,0.59,9880000.0,28.0,10.0,1.5809716599190284,3.0,0.0,2.0,9.0,10.0,4.0,6.0,0.6666666666666666,0.5
Suède,Suisse,10.10.2025,1,L,0,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.45,1.82,1.16,12790000.0,19.0,19.0,1.2212666145426114,3.0,0.0,2.0,9.0,12.0,7.0,5.0,0.6666666666666666,0.5
Suède,Croatie,11.10.2020,0,L,1,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.55,1.75,1.09,14900000.0,11.0,27.0,1.0483221476510067,3.0,0.0,2.0,9.0,12.0,8.0,4.0,0.6666666666666666,0.5
Suède,Slovaquie,11.10.2024,0,D,2,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,0.0,3.0,6.0,8.0,10.0,-2.0,0.6666666666666666,0.0
Suède,Danemark,11.11.2020,0,L,0,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,12.0,-5.0,0.5,0.0
Suède,Géorgie,11.11.2021,0,L,0,2,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,11.0,-4.0,0.5,0.0
Suède,Kosovo,12.01.2020,1,W,1,0,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,10.0,-7.0,0.0,0.0
Suède,Islande,12.01.2023,1,W,2,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,1.0,1.0,3.0,4.0,4.0,8.0,-4.0,1.0,0.0
Suède,Estonie,12.01.2024,1,W,2,1,0.525,0.0,1.69,1.27,0.41,15620000.0,38.0,0.5,0.95,1.43,7810000.0,75.0,0.0,1.0,2.0,1.0,2.0,7.0,5.0,7.0,-2.0,1.0,0.0
